comment_id,content_id,comment
CM01560,C0438,Good video.
CM01561,C0438,I have been through the same thing.
CM01562,C0438,This was informative.
CM01563,C0438,I thought I was the only one who felt this way.
CM01564,C0438,You explained my situation perfectly.
CM01565,C0439,Interesting post.
CM01566,C0439,Thanks for sharing.
CM01567,C0439,This describes exactly what I have been feeling.
CM01568,C0439,Finally someone talked about this.
CM01569,C0439,This was informative.
CM01570,C0440,You explained my situation perfectly.
CM01571,C0440,Nice explanation.
CM01572,C0441,This was informative.
CM01573,C0441,Finally someone talked about this.
CM01574,C0441,Thanks for the tips.
CM01575,C0441,Thanks for sharing.
CM01576,C0442,I needed to hear this today.
CM01577,C0442,This describes exactly what I have been feeling.
CM01578,C0442,Thanks for sharing.
CM01579,C0442,This is literally me.
CM01580,C0442,Thanks for the tips.
CM01581,C0443,This was informative.
CM01582,C0443,Good video.
CM01583,C0444,Finally someone talked about this.
CM01584,C0444,I thought I was the only one who felt this way.
CM01585,C0444,Well explained.
CM01586,C0445,Very useful advice.
CM01587,C0445,I have been through the same thing.
CM01588,C0445,I needed to hear this today.
CM01589,C0445,Well explained.
CM01590,C0445,Good information.
CM01591,C0446,Interesting post.
CM01592,C0446,This feels so real.
CM01593,C0446,Thanks for the tips.
CM01594,C0446,This is literally me.
CM01595,C0446,I needed to hear this today.
CM01596,C0447,Thanks for sharing.
CM01597,C0447,You explained my situation perfectly.
CM01598,C0447,Interesting post.
CM01599,C0448,Well explained.
CM01600,C0448,Thanks for the tips.
CM01601,C0448,Thanks for sharing.
CM01602,C0448,This was informative.
CM01603,C0448,Finally someone talked about this.
CM01604,C0449,Good video.
CM01605,C0449,Nice explanation.
CM01606,C0449,This is literally me.
CM01607,C0449,Thanks for sharing.
CM01608,C0449,Good video.
CM01609,C0450,Good video.
CM01610,C0450,You explained my situation perfectly.
CM01611,C0451,This was informative.
CM01612,C0451,This describes exactly what I have been feeling.
CM01613,C0451,I needed to hear this today.
CM01614,C0451,Interesting post.
CM01615,C0452,I can completely relate to this.
CM01616,C0452,This feels so real.
CM01617,C0452,You explained my situation perfectly.
CM01618,C0452,This was informative.
CM01619,C0453,I have been through the same thing.
CM01620,C0453,Good video.
CM01621,C0453,You explained my situation perfectly.
CM01622,C0453,I thought I was the only one who felt this way.
CM01623,C0454,This describes exactly what I have been feeling.
CM01624,C0454,This hit me hard.
CM01625,C0454,Good video.
CM01626,C0454,I needed to hear this today.
CM01627,C0454,You explained my situation perfectly.
CM01628,C0455,Interesting post.
CM01629,C0455,Well explained.
CM01630,C0455,I needed to hear this today.
CM01631,C0456,Finally someone talked about this.
CM01632,C0456,This describes exactly what I have been feeling.
CM01633,C0457,Interesting perspective.
CM01634,C0457,This feels so real.
CM01635,C0458,This hit me hard.
CM01636,C0458,This describes exactly what I have been feeling.
CM01637,C0458,I thought I was the only one who felt this way.
CM01638,C0458,Nice explanation.
CM01639,C0459,This hit me hard.
CM01640,C0459,You explained my situation perfectly.
CM01641,C0459,Finally someone talked about this.
CM01642,C0459,This hit me hard.
CM01643,C0460,Well explained.
CM01644,C0460,Interesting perspective.
CM01645,C0460,Thanks for the tips.
CM01646,C0461,Well explained.
CM01647,C0461,This was informative.
CM01648,C0461,Good information.
CM01649,C0461,This feels so real.
CM01650,C0462,I can completely relate to this.
CM01651,C0462,Nice explanation.
CM01652,C0462,This was informative.
CM01653,C0462,I thought I was the only one who felt this way.
CM01654,C0462,This was informative.
CM01655,C0463,Thanks for sharing.
CM01656,C0463,Finally someone talked about this.
CM01657,C0463,This describes exactly what I have been feeling.
CM01658,C0463,This describes exactly what I have been feeling.
CM01659,C0464,I needed to hear this today.
CM01660,C0464,Well explained.
CM01661,C0465,This is literally me.
CM01662,C0465,I needed to hear this today.
CM01663,C0465,I needed to hear this today.
CM01664,C0465,Nice explanation.
CM01665,C0465,Thanks for sharing.
CM01666,C0466,Thanks for the tips.
CM01667,C0466,Good information.
CM01668,C0467,I needed to hear this today.
CM01669,C0467,This was informative.
CM01670,C0468,Interesting post.
CM01671,C0468,I can completely relate to this.
CM01672,C0468,Finally someone talked about this.
CM01673,C0468,Interesting post.
CM01674,C0469,I thought I was the only one who felt this way.
CM01675,C0469,I thought I was the only one who felt this way.
CM01676,C0469,Good video.
CM01677,C0469,Finally someone talked about this.
CM01678,C0470,Very useful advice.
CM01679,C0470,Very useful advice.
CM01680,C0470,I can completely relate to this.
CM01681,C0470,I needed to hear this today.
CM01682,C0470,I needed to hear this today.
CM01683,C0471,This feels so real.
CM01684,C0471,Interesting post.
CM01685,C0472,Thanks for the tips.
CM01686,C0472,Nice explanation.
CM01687,C0472,Thanks for sharing.
CM01688,C0472,This feels so real.
CM01689,C0473,Finally someone talked about this.
CM01690,C0473,This is literally me.
CM01691,C0473,Very useful advice.
CM01692,C0473,You explained my situation perfectly.
CM01693,C0474,Good video.
CM01694,C0474,Interesting post.
CM01695,C0474,Very useful advice.
CM01696,C0474,This was informative.
CM01697,C0475,This was informative.
CM01698,C0475,Nice explanation.
CM01699,C0476,This describes exactly what I have been feeling.
CM01700,C0476,I can completely relate to this.
CM01701,C0476,Good video.
CM01702,C0476,This was informative.
CM01703,C0477,I thought I was the only one who felt this way.
CM01704,C0477,Thanks for the tips.
CM01705,C0478,Good video.
CM01706,C0478,Interesting post.
CM01707,C0478,Nice explanation.
CM01708,C0478,Good video.
CM01709,C0478,This hit me hard.
CM01710,C0479,Good information.
CM01711,C0479,Thanks for sharing.
CM01712,C0479,Thanks for sharing.
CM01713,C0479,This describes exactly what I have been feeling.
CM01714,C0480,I thought I was the only one who felt this way.
CM01715,C0480,This describes exactly what I have been feeling.
CM01716,C0480,Thanks for sharing.
CM01717,C0480,This was informative.
CM01718,C0481,Thanks for sharing.
CM01719,C0481,Finally someone talked about this.
CM01720,C0481,Nice explanation.
CM01721,C0481,You explained my situation perfectly.
CM01722,C0482,You explained my situation perfectly.
CM01723,C0482,Interesting perspective.
CM01724,C0482,This is literally me.
CM01725,C0482,Interesting perspective.
CM01726,C0483,Thanks for the tips.
CM01727,C0483,I can completely relate to this.
CM01728,C0483,Finally someone talked about this.
CM01729,C0484,Thanks for sharing.
CM01730,C0484,This feels so real.
CM01731,C0484,Finally someone talked about this.
CM01732,C0484,This hit me hard.
CM01733,C0484,I have been through the same thing.
CM01734,C0485,This describes exactly what I have been feeling.
CM01735,C0485,I needed to hear this today.
CM01736,C0485,I have been through the same thing.
CM01737,C0485,You explained my situation perfectly.
CM01738,C0485,Interesting perspective.
CM01739,C0486,Nice explanation.
CM01740,C0486,Very useful advice.
CM01741,C0486,This was informative.
CM01742,C0487,I needed to hear this today.
CM01743,C0487,I have been through the same thing.
CM01744,C0487,Good video.
CM01745,C0488,I have been through the same thing.
CM01746,C0488,This feels so real.
CM01747,C0488,This was informative.
CM01748,C0488,This was informative.
CM01749,C0488,Interesting perspective.
CM01750,C0489,This hit me hard.
CM01751,C0489,This feels so real.
CM01752,C0489,Thanks for the tips.
CM01753,C0489,Interesting perspective.
CM01754,C0490,This hit me hard.
CM01755,C0490,Nice explanation.
CM01756,C0491,Thanks for sharing.
CM01757,C0491,Well explained.
CM01758,C0491,I can completely relate to this.
CM01759,C0491,This hit me hard.
CM01760,C0491,Good video.
CM01761,C0492,This feels so real.
CM01762,C0492,This was informative.
CM01763,C0492,I thought I was the only one who felt this way.
CM01764,C0492,I can completely relate to this.
CM01765,C0492,Nice explanation.
CM01766,C0493,Nice explanation.
CM01767,C0493,Nice explanation.
CM01768,C0493,Nice explanation.
CM01769,C0493,This was informative.
CM01770,C0494,I have been through the same thing.
CM01771,C0494,Thanks for sharing.
CM01772,C0494,Thanks for the tips.
CM01773,C0495,This is literally me.
CM01774,C0495,This is literally me.
CM01775,C0496,I have been through the same thing.
CM01776,C0496,I have been through the same thing.
CM01777,C0496,This feels so real.
CM01778,C0496,Well explained.
CM01779,C0496,I have been through the same thing.
CM01780,C0497,Thanks for sharing.
CM01781,C0497,I thought I was the only one who felt this way.
CM01782,C0498,Thanks for sharing.
CM01783,C0498,Well explained.
CM01784,C0498,Interesting perspective.
CM01785,C0499,Good information.
CM01786,C0499,Interesting perspective.
CM01787,C0499,I thought I was the only one who felt this way.
CM01788,C0500,Interesting post.
CM01789,C0500,Good information.
CM01790,C0500,I thought I was the only one who felt this way.
